RepRapFirmware height map file v2 generated at 2023-10-07 09:20, min error -0.044, max error 0.090, mean 0.010, deviation 0.028
axis0,axis1,min0,max0,min1,max1,radius,spacing0,spacing1,num0,num1
X,Y,5.00,285.00,60.00,350.00,-1.00,35.00,36.25,9,9
  0.034,  0.040,  0.044,  0.067,  0.055,  0.044,  0.051,  0.055,  0.090
  0.000,  0.009,  0.010,  0.034,  0.024,  0.001,  0.005,  0.000,  0.033
 -0.020, -0.011,  0.064,  0.014,  0.008, -0.017, -0.021, -0.034, -0.015
 -0.020, -0.006, -0.004,  0.018,  0.003, -0.009, -0.030, -0.044, -0.022
 -0.010,  0.003,  0.010,  0.024,  0.021,  0.006, -0.016, -0.034, -0.004
 -0.026, -0.007,  0.003,  0.018,  0.006, -0.010, -0.022, -0.035, -0.022
 -0.011, -0.001, -0.004,  0.028,  0.013,  0.000, -0.011, -0.022,  0.001
  0.003,  0.016,  0.023,  0.041,  0.024,  0.023,  0.013, -0.012,  0.015
  0.024,  0.041,  0.048,  0.061,  0.048,  0.060,  0.045,  0.014, -0.002
